0 6 52
1 43 19
2 64 20
3 115 15
4 143 40
5 199 44
6 203 7
7 225 9
8 225 38
9 249 19
10 288 12
11 304 44
12 322 38
13 349 9
14 376 44
15 378 7
16 404 19
17 461 29
18 490 38
19 519 38
20 550 38
21 582 19
22 614 38
23 639 33
24 685 8
25 709 45
26 731 43
27 732 7
28 791 19
29 816 8
30 827 19
31 857 28
32 920 19
33 963 19
34 1012 19
35 1050 28
36 1098 8
37 1145 19
38 1193 44
39 1236 44
40 1281 31
41 1305 44
42 1343 44
